"athlete_id","pos_type_id","pos_type_name","pos_type_abbreviation","pos_type_parent_id"
"2432","10","Unknown","-",\N
"2433","12","Cornerback","CB","3"
"2434","8","Safety","S","3"
"2435","9","Linebacker","LB","1"
"2436","7","Defensive End","DE","1"
"2437","9","Linebacker","LB","1"
"2438","24","Quarterback","QB","4"
"2439","6","Wide Receiver","WR","4"
"2440","6","Wide Receiver","WR","4"
"2441","17","Tight End","TE","4"
"2442","2","Defensive Tackle","DT","1"
"2443","3","Defensive Back","DB","1"
"2444","17","Tight End","TE","4"
"2445","12","Cornerback","CB","3"
"2446","11","Guard","G",\N
"2447","3","Defensive Back","DB","1"
"2448","6","Wide Receiver","WR","4"
"2449","6","Wide Receiver","WR","4"
"2450","6","Wide Receiver","WR","4"
"2451","7","Defensive End","DE","1"
"2452","22","Fullback","FB","5"
"2453","16","Offensive Tackle","OT","4"
"2454","2","Defensive Tackle","DT","1"
"2455","6","Wide Receiver","WR","4"
"2456","17","Tight End","TE","4"
"2457","16","Offensive Tackle","OT","4"
"2458","12","Cornerback","CB","3"
"2459","13","Center","C","4"
"2460","2","Defensive Tackle","DT","1"
"2461","8","Safety","S","3"
"2462","25","Free Safety","FS","8"
"2463","9","Linebacker","LB","1"
"2464","12","Cornerback","CB","3"
"2465","8","Safety","S","3"
"2466","9","Linebacker","LB","1"
"2467","5","Running Back","RB","4"
"2468","8","Safety","S","3"
"2469","5","Running Back","RB","4"
"2470","5","Running Back","RB","4"
"2471","16","Offensive Tackle","OT","4"
"2472","17","Tight End","TE","4"
"2473","16","Offensive Tackle","OT","4"
"2474","8","Safety","S","3"
"2475","21","Strong Safety","SS","8"
"2476","9","Linebacker","LB","1"
"2477","6","Wide Receiver","WR","4"
"2478","9","Linebacker","LB","1"
"2479","15","Place kicker","PK","14"
"2480","2","Defensive Tackle","DT","1"
"2481","16","Offensive Tackle","OT","4"
"2482","6","Wide Receiver","WR","4"
"2483","12","Cornerback","CB","3"
"2484","9","Linebacker","LB","1"
"2485","8","Safety","S","3"
"2486","12","Cornerback","CB","3"
"2487","6","Wide Receiver","WR","4"
"2488","17","Tight End","TE","4"
"2489","9","Linebacker","LB","1"
"2490","23","Punter","P","14"
"2491","3","Defensive Back","DB","1"
"2492","6","Wide Receiver","WR","4"
"2493","9","Linebacker","LB","1"
"2494","6","Wide Receiver","WR","4"
"2495","9","Linebacker","LB","1"
"2496","8","Safety","S","3"
"2497","6","Wide Receiver","WR","4"
"2498","5","Running Back","RB","4"
"2499","3","Defensive Back","DB","1"
"2500","6","Wide Receiver","WR","4"
"2501","12","Cornerback","CB","3"
"2502","16","Offensive Tackle","OT","4"
"2503","15","Place kicker","PK","14"
"2504","21","Strong Safety","SS","8"
"2505","12","Cornerback","CB","3"
"2506","12","Cornerback","CB","3"
"2507","2","Defensive Tackle","DT","1"
"2508","11","Guard","G",\N
"2509","17","Tight End","TE","4"
"2510","8","Safety","S","3"
"2511","12","Cornerback","CB","3"
"2512","16","Offensive Tackle","OT","4"
"2513","3","Defensive Back","DB","1"
"2514","9","Linebacker","LB","1"
"2515","5","Running Back","RB","4"
"2516","2","Defensive Tackle","DT","1"
"2517","9","Linebacker","LB","1"
"2518","7","Defensive End","DE","1"
"2519","17","Tight End","TE","4"
"2520","17","Tight End","TE","4"
"2521","5","Running Back","RB","4"
"2522","7","Defensive End","DE","1"
"2523","3","Defensive Back","DB","1"
"2524","8","Safety","S","3"
"2525","8","Safety","S","3"
"2526","22","Fullback","FB","5"
"2527","2","Defensive Tackle","DT","1"
"2528","13","Center","C","4"
"2529","16","Offensive Tackle","OT","4"
"2530","17","Tight End","TE","4"
"2531","16","Offensive Tackle","OT","4"
"2532","12","Cornerback","CB","3"
"2533","5","Running Back","RB","4"
"2534","9","Linebacker","LB","1"
"2535","8","Safety","S","3"
"2536","5","Running Back","RB","4"
"2537","6","Wide Receiver","WR","4"
"2538","6","Wide Receiver","WR","4"
"2539","17","Tight End","TE","4"
"2540","6","Wide Receiver","WR","4"
"2541","17","Tight End","TE","4"
"2542","3","Defensive Back","DB","1"
"2543","11","Guard","G",\N
"2544","6","Wide Receiver","WR","4"
"2545","12","Cornerback","CB","3"
"2546","8","Safety","S","3"
"2547","6","Wide Receiver","WR","4"
"2548","6","Wide Receiver","WR","4"
"2549","7","Defensive End","DE","1"
"2550","6","Wide Receiver","WR","4"
"2551","17","Tight End","TE","4"
"2552","12","Cornerback","CB","3"
"2553","11","Guard","G",\N
"2554","22","Fullback","FB","5"
"2555","13","Center","C","4"
"2556","8","Safety","S","3"
"2557","5","Running Back","RB","4"
"2558","9","Linebacker","LB","1"
"2559","2","Defensive Tackle","DT","1"
"2560","17","Tight End","TE","4"
"2561","11","Guard","G",\N
"2562","2","Defensive Tackle","DT","1"
"2563","6","Wide Receiver","WR","4"
"2564","6","Wide Receiver","WR","4"
"2565","13","Center","C","4"
"2566","9","Linebacker","LB","1"
"2567","5","Running Back","RB","4"
"2568","17","Tight End","TE","4"
"2569","16","Offensive Tackle","OT","4"
"2570","2","Defensive Tackle","DT","1"
"2571","5","Running Back","RB","4"
"2572","17","Tight End","TE","4"
"2573","6","Wide Receiver","WR","4"
"2574","13","Center","C","4"
"2575","3","Defensive Back","DB","1"
"2576","2","Defensive Tackle","DT","1"
"2577","5","Running Back","RB","4"
"2578","9","Linebacker","LB","1"
"2579","6","Wide Receiver","WR","4"
"2580","9","Linebacker","LB","1"
"2581","6","Wide Receiver","WR","4"
"2582","12","Cornerback","CB","3"
"2583","5","Running Back","RB","4"
"2584","6","Wide Receiver","WR","4"
"2585","6","Wide Receiver","WR","4"
"2586","16","Offensive Tackle","OT","4"
"2587","11","Guard","G",\N
"2588","7","Defensive End","DE","1"
"2589","12","Cornerback","CB","3"
"2590","3","Defensive Back","DB","1"
"2591","23","Punter","P","14"
"2592","6","Wide Receiver","WR","4"
"2593","11","Guard","G",\N
"2594","9","Linebacker","LB","1"
"2595","12","Cornerback","CB","3"
"2596","24","Quarterback","QB","4"
"2597","24","Quarterback","QB","4"
"2598","6","Wide Receiver","WR","4"
"2599","6","Wide Receiver","WR","4"
"2600","2","Defensive Tackle","DT","1"
"2601","16","Offensive Tackle","OT","4"
"2602","12","Cornerback","CB","3"
"2603","12","Cornerback","CB","3"
"2604","6","Wide Receiver","WR","4"
"2605","9","Linebacker","LB","1"
"2606","2","Defensive Tackle","DT","1"
"2607","12","Cornerback","CB","3"
"2608","6","Wide Receiver","WR","4"
"2609","23","Punter","P","14"
"2610","6","Wide Receiver","WR","4"
"2611","23","Punter","P","14"
"2612","6","Wide Receiver","WR","4"
"2613","24","Quarterback","QB","4"
"2614","17","Tight End","TE","4"
"2615","2","Defensive Tackle","DT","1"
"2616","6","Wide Receiver","WR","4"
"2617","6","Wide Receiver","WR","4"
"2618","2","Defensive Tackle","DT","1"
"2619","16","Offensive Tackle","OT","4"
"2620","16","Offensive Tackle","OT","4"
"2621","2","Defensive Tackle","DT","1"
"2622","9","Linebacker","LB","1"
"2623","9","Linebacker","LB","1"
"2624","16","Offensive Tackle","OT","4"
"2625","12","Cornerback","CB","3"
"2626","8","Safety","S","3"
"2627","6","Wide Receiver","WR","4"
"2628","17","Tight End","TE","4"
"2629","9","Linebacker","LB","1"
"2630","5","Running Back","RB","4"
"2631","6","Wide Receiver","WR","4"
"2632","8","Safety","S","3"
"2633","6","Wide Receiver","WR","4"
"2634","8","Safety","S","3"
"2635","9","Linebacker","LB","1"
"2636","2","Defensive Tackle","DT","1"
"2637","12","Cornerback","CB","3"
"2638","24","Quarterback","QB","4"
"2639","6","Wide Receiver","WR","4"
"2640","3","Defensive Back","DB","1"
"2641","9","Linebacker","LB","1"
"2642","22","Fullback","FB","5"
"2643","6","Wide Receiver","WR","4"
"2644","9","Linebacker","LB","1"
"2645","9","Linebacker","LB","1"
"2646","25","Free Safety","FS","8"
"2647","10","Unknown","-",\N
"2648","17","Tight End","TE","4"
"2649","2","Defensive Tackle","DT","1"
"2650","26","Offensive Guard","OG","4"
"2651","6","Wide Receiver","WR","4"
"2652","6","Wide Receiver","WR","4"
"2653","5","Running Back","RB","4"
"2654","26","Offensive Guard","OG","4"
"2655","12","Cornerback","CB","3"
"2656","12","Cornerback","CB","3"
"2657","12","Cornerback","CB","3"
"2658","16","Offensive Tackle","OT","4"
"2659","11","Guard","G",\N
"2660","13","Center","C","4"
"2661","16","Offensive Tackle","OT","4"
"2662","6","Wide Receiver","WR","4"
"2663","9","Linebacker","LB","1"
"2664","16","Offensive Tackle","OT","4"
"2665","19","Long Snapper","LS","14"
"2666","12","Cornerback","CB","3"
"2667","12","Cornerback","CB","3"
"2668","24","Quarterback","QB","4"
"2669","5","Running Back","RB","4"
"2670","11","Guard","G",\N
"2671","11","Guard","G",\N
"2672","17","Tight End","TE","4"
"2673","2","Defensive Tackle","DT","1"
"2674","9","Linebacker","LB","1"
"2675","6","Wide Receiver","WR","4"
"2676","16","Offensive Tackle","OT","4"
"2677","5","Running Back","RB","4"
"2678","12","Cornerback","CB","3"
"2679","15","Place kicker","PK","14"
"2680","17","Tight End","TE","4"
"2681","12","Cornerback","CB","3"
"2682","20","Defensive Lineman","DL","1"
"2683","6","Wide Receiver","WR","4"
"2684","16","Offensive Tackle","OT","4"
"2685","7","Defensive End","DE","1"
"2686","16","Offensive Tackle","OT","4"
"2687","11","Guard","G",\N
"2688","13","Center","C","4"
"2689","11","Guard","G",\N
"2690","16","Offensive Tackle","OT","4"
"2691","8","Safety","S","3"
"2692","24","Quarterback","QB","4"
"2693","17","Tight End","TE","4"
"2694","9","Linebacker","LB","1"
"2695","19","Long Snapper","LS","14"
"2696","19","Long Snapper","LS","14"
"2697","8","Safety","S","3"
"2698","10","Unknown","-",\N
"2699","5","Running Back","RB","4"
"2700","26","Offensive Guard","OG","4"
"2701","8","Safety","S","3"
"2702","16","Offensive Tackle","OT","4"
"2703","9","Linebacker","LB","1"
"2704","2","Defensive Tackle","DT","1"
"2705","6","Wide Receiver","WR","4"
"2706","26","Offensive Guard","OG","4"
"2707","9","Linebacker","LB","1"
"2708","6","Wide Receiver","WR","4"
"2709","15","Place kicker","PK","14"
"2710","24","Quarterback","QB","4"
"2711","15","Place kicker","PK","14"
"2712","17","Tight End","TE","4"
"2713","16","Offensive Tackle","OT","4"
"2714","17","Tight End","TE","4"
"2715","7","Defensive End","DE","1"
"2716","16","Offensive Tackle","OT","4"
"2717","16","Offensive Tackle","OT","4"
"2718","10","Unknown","-",\N
"2719","12","Cornerback","CB","3"
"2720","16","Offensive Tackle","OT","4"
"2721","15","Place kicker","PK","14"
"2722","16","Offensive Tackle","OT","4"
"2723","15","Place kicker","PK","14"
"2724","9","Linebacker","LB","1"
"2725","9","Linebacker","LB","1"
"2726","17","Tight End","TE","4"
"2727","9","Linebacker","LB","1"
"2728","15","Place kicker","PK","14"
"2729","3","Defensive Back","DB","1"
"2730","11","Guard","G",\N
"2731","2","Defensive Tackle","DT","1"
"2732","21","Strong Safety","SS","8"
"2733","6","Wide Receiver","WR","4"
"2734","3","Defensive Back","DB","1"
"2735","24","Quarterback","QB","4"
"2736","8","Safety","S","3"
"2737","6","Wide Receiver","WR","4"
"2738","12","Cornerback","CB","3"
"2739","3","Defensive Back","DB","1"
"2740","24","Quarterback","QB","4"
"2741","24","Quarterback","QB","4"
"2742","3","Defensive Back","DB","1"
"2743","9","Linebacker","LB","1"
"2744","5","Running Back","RB","4"
"2745","7","Defensive End","DE","1"
"2746","9","Linebacker","LB","1"
"2747","2","Defensive Tackle","DT","1"
"2748","27","Nose Tackle","NT","2"
"2749","12","Cornerback","CB","3"
"2750","17","Tight End","TE","4"
"2751","25","Free Safety","FS","8"
"2752","6","Wide Receiver","WR","4"
"2753","7","Defensive End","DE","1"
"2754","7","Defensive End","DE","1"
"2755","25","Free Safety","FS","8"
"2756","6","Wide Receiver","WR","4"
"2757","8","Safety","S","3"
"2758","12","Cornerback","CB","3"
"2759","7","Defensive End","DE","1"
"2760","10","Unknown","-",\N
"2761","12","Cornerback","CB","3"
"2762","6","Wide Receiver","WR","4"
"2763","9","Linebacker","LB","1"
"2764","6","Wide Receiver","WR","4"
"2765","12","Cornerback","CB","3"
"2766","6","Wide Receiver","WR","4"
"2767","6","Wide Receiver","WR","4"
"2768","12","Cornerback","CB","3"
"2769","5","Running Back","RB","4"
"2770","9","Linebacker","LB","1"
"2771","2","Defensive Tackle","DT","1"
"2772","5","Running Back","RB","4"
"2773","2","Defensive Tackle","DT","1"
"2774","6","Wide Receiver","WR","4"
"2775","26","Offensive Guard","OG","4"
"2776","10","Unknown","-",\N
"2777","3","Defensive Back","DB","1"
"2778","9","Linebacker","LB","1"
"2779","12","Cornerback","CB","3"
"2780","12","Cornerback","CB","3"
"2781","8","Safety","S","3"
"2782","7","Defensive End","DE","1"
"2783","7","Defensive End","DE","1"
"2784","6","Wide Receiver","WR","4"
"2785","9","Linebacker","LB","1"
"2786","9","Linebacker","LB","1"
"2787","26","Offensive Guard","OG","4"
"2788","9","Linebacker","LB","1"
"2789","17","Tight End","TE","4"
"2790","3","Defensive Back","DB","1"
"2791","9","Linebacker","LB","1"
"2792","23","Punter","P","14"
"2793","6","Wide Receiver","WR","4"
"2794","12","Cornerback","CB","3"
"2795","20","Defensive Lineman","DL","1"
"2796","6","Wide Receiver","WR","4"
"2797","5","Running Back","RB","4"
"2798","6","Wide Receiver","WR","4"
"2799","2","Defensive Tackle","DT","1"
"2800","5","Running Back","RB","4"
"2801","6","Wide Receiver","WR","4"
"2802","6","Wide Receiver","WR","4"
"2803","3","Defensive Back","DB","1"
"2804","11","Guard","G",\N
"2805","2","Defensive Tackle","DT","1"
"2806","12","Cornerback","CB","3"
"2807","8","Safety","S","3"
"2808","12","Cornerback","CB","3"
"2809","9","Linebacker","LB","1"
"2810","8","Safety","S","3"
"2811","6","Wide Receiver","WR","4"
"2812","5","Running Back","RB","4"
"2813","7","Defensive End","DE","1"
"2814","5","Running Back","RB","4"
"2815","17","Tight End","TE","4"
"2816","9","Linebacker","LB","1"
"2817","6","Wide Receiver","WR","4"
"2818","5","Running Back","RB","4"
"2819","21","Strong Safety","SS","8"
"2820","3","Defensive Back","DB","1"
"2821","5","Running Back","RB","4"
"2822","5","Running Back","RB","4"
"2823","17","Tight End","TE","4"
"2824","3","Defensive Back","DB","1"
"2825","24","Quarterback","QB","4"
"2826","10","Unknown","-",\N
"2827","21","Strong Safety","SS","8"
"2828","6","Wide Receiver","WR","4"
"2829","7","Defensive End","DE","1"
"2830","13","Center","C","4"
"2831","12","Cornerback","CB","3"
"2832","8","Safety","S","3"
"2833","7","Defensive End","DE","1"
"2834","7","Defensive End","DE","1"
"2835","7","Defensive End","DE","1"
"2836","7","Defensive End","DE","1"
"2837","7","Defensive End","DE","1"
"2838","8","Safety","S","3"
"2839","12","Cornerback","CB","3"
"2840","6","Wide Receiver","WR","4"
"2841","12","Cornerback","CB","3"
"2842","15","Place kicker","PK","14"
"2843","3","Defensive Back","DB","1"
"2844","5","Running Back","RB","4"
"2845","12","Cornerback","CB","3"
"2846","22","Fullback","FB","5"
"2847","8","Safety","S","3"
"2848","2","Defensive Tackle","DT","1"
"2849","9","Linebacker","LB","1"
"2850","12","Cornerback","CB","3"
"2851","17","Tight End","TE","4"
"2852","9","Linebacker","LB","1"
"2853","5","Running Back","RB","4"
"2854","17","Tight End","TE","4"
"2855","5","Running Back","RB","4"
"2856","3","Defensive Back","DB","1"
"2857","7","Defensive End","DE","1"
"2858","13","Center","C","4"
"2859","9","Linebacker","LB","1"
"2860","8","Safety","S","3"
"2861","6","Wide Receiver","WR","4"
"2862","24","Quarterback","QB","4"
"2863","10","Unknown","-",\N
"2864","9","Linebacker","LB","1"
"2865","12","Cornerback","CB","3"
"2866","17","Tight End","TE","4"
"2867","2","Defensive Tackle","DT","1"
"2868","9","Linebacker","LB","1"
"2869","3","Defensive Back","DB","1"
"2870","9","Linebacker","LB","1"
"2871","17","Tight End","TE","4"
"2872","17","Tight End","TE","4"
"2873","9","Linebacker","LB","1"
"2874","9","Linebacker","LB","1"
"2875","9","Linebacker","LB","1"
"2876","2","Defensive Tackle","DT","1"
"2877","12","Cornerback","CB","3"
"2878","5","Running Back","RB","4"
"2879","24","Quarterback","QB","4"
"2880","12","Cornerback","CB","3"
"2881","5","Running Back","RB","4"
"2882","3","Defensive Back","DB","1"
"2883","7","Defensive End","DE","1"
"2884","15","Place kicker","PK","14"
"2885","8","Safety","S","3"
"2886","17","Tight End","TE","4"
"2887","9","Linebacker","LB","1"
"2888","16","Offensive Tackle","OT","4"
"2889","8","Safety","S","3"
"2890","12","Cornerback","CB","3"
"2891","11","Guard","G",\N
"2892","9","Linebacker","LB","1"
"2893","15","Place kicker","PK","14"
"2894","9","Linebacker","LB","1"
"2895","3","Defensive Back","DB","1"
"2896","22","Fullback","FB","5"
"2897","12","Cornerback","CB","3"
"2898","17","Tight End","TE","4"
"2899","13","Center","C","4"
"2900","9","Linebacker","LB","1"
"2901","26","Offensive Guard","OG","4"
"2902","6","Wide Receiver","WR","4"
"2903","10","Unknown","-",\N
"2904","6","Wide Receiver","WR","4"
"2905","7","Defensive End","DE","1"
"2906","10","Unknown","-",\N
"2907","13","Center","C","4"
"2908","25","Free Safety","FS","8"
"2909","17","Tight End","TE","4"
"2910","17","Tight End","TE","4"
"2911","9","Linebacker","LB","1"
"2912","8","Safety","S","3"
"2913","12","Cornerback","CB","3"
"2914","22","Fullback","FB","5"
"2915","6","Wide Receiver","WR","4"
"2916","6","Wide Receiver","WR","4"
"2917","7","Defensive End","DE","1"
"2918","9","Linebacker","LB","1"
"2919","11","Guard","G",\N
"2920","7","Defensive End","DE","1"
"2921","8","Safety","S","3"
"2922","5","Running Back","RB","4"
"2923","9","Linebacker","LB","1"
"2924","7","Defensive End","DE","1"
"2925","17","Tight End","TE","4"
"2926","9","Linebacker","LB","1"
"2927","9","Linebacker","LB","1"
"2928","6","Wide Receiver","WR","4"
"2929","6","Wide Receiver","WR","4"
"2930","16","Offensive Tackle","OT","4"
"2931","9","Linebacker","LB","1"
"2932","3","Defensive Back","DB","1"
"2933","9","Linebacker","LB","1"
"2934","16","Offensive Tackle","OT","4"
"2935","6","Wide Receiver","WR","4"
"2936","8","Safety","S","3"
"2937","5","Running Back","RB","4"
"2938","24","Quarterback","QB","4"
"2939","15","Place kicker","PK","14"
"2940","16","Offensive Tackle","OT","4"
"2941","17","Tight End","TE","4"
"2942","8","Safety","S","3"
"2943","5","Running Back","RB","4"
"2944","16","Offensive Tackle","OT","4"
"2945","9","Linebacker","LB","1"
"2946","9","Linebacker","LB","1"
"2947","16","Offensive Tackle","OT","4"
"2948","5","Running Back","RB","4"
"2949","3","Defensive Back","DB","1"
"2950","5","Running Back","RB","4"
"2951","27","Nose Tackle","NT","2"
"2952","3","Defensive Back","DB","1"
"2953","6","Wide Receiver","WR","4"
"2954","23","Punter","P","14"
"2955","19","Long Snapper","LS","14"
"2956","2","Defensive Tackle","DT","1"
"2957","8","Safety","S","3"
"2958","12","Cornerback","CB","3"
"2959","5","Running Back","RB","4"
"2960","13","Center","C","4"
"2961","6","Wide Receiver","WR","4"
"2962","6","Wide Receiver","WR","4"
"2963","5","Running Back","RB","4"
"2964","17","Tight End","TE","4"
"2965","11","Guard","G",\N
"2966","2","Defensive Tackle","DT","1"
"2967","6","Wide Receiver","WR","4"
"2968","7","Defensive End","DE","1"
"2969","3","Defensive Back","DB","1"
"2970","23","Punter","P","14"
"2971","7","Defensive End","DE","1"
"2972","7","Defensive End","DE","1"
"2973","6","Wide Receiver","WR","4"
"2974","2","Defensive Tackle","DT","1"
"2975","9","Linebacker","LB","1"
"2976","6","Wide Receiver","WR","4"
"2977","2","Defensive Tackle","DT","1"
"2978","5","Running Back","RB","4"
"2979","8","Safety","S","3"
"2980","7","Defensive End","DE","1"
"2981","2","Defensive Tackle","DT","1"
"2982","8","Safety","S","3"
"2983","26","Offensive Guard","OG","4"
"2984","3","Defensive Back","DB","1"
"2985","24","Quarterback","QB","4"
"2986","18","Offensive Lineman","OL","4"
"2987","16","Offensive Tackle","OT","4"
"2988","23","Punter","P","14"
"2989","19","Long Snapper","LS","14"
"2990","12","Cornerback","CB","3"
"2991","12","Cornerback","CB","3"
"2992","16","Offensive Tackle","OT","4"
"2993","9","Linebacker","LB","1"
"2994","9","Linebacker","LB","1"
"2995","7","Defensive End","DE","1"
"2996","16","Offensive Tackle","OT","4"
"2997","9","Linebacker","LB","1"
"2998","2","Defensive Tackle","DT","1"
"2999","6","Wide Receiver","WR","4"
"3000","20","Defensive Lineman","DL","1"
"3001","9","Linebacker","LB","1"
"3002","3","Defensive Back","DB","1"
"3003","24","Quarterback","QB","4"
"3004","12","Cornerback","CB","3"
"3005","6","Wide Receiver","WR","4"
"3006","11","Guard","G",\N
"3007","2","Defensive Tackle","DT","1"
"3008","5","Running Back","RB","4"
"3009","12","Cornerback","CB","3"
"3010","2","Defensive Tackle","DT","1"
"3011","6","Wide Receiver","WR","4"
"3012","26","Offensive Guard","OG","4"
"3013","7","Defensive End","DE","1"
"3014","9","Linebacker","LB","1"
"3015","17","Tight End","TE","4"
"3016","6","Wide Receiver","WR","4"
"3017","9","Linebacker","LB","1"
"3018","7","Defensive End","DE","1"
"3019","12","Cornerback","CB","3"
"3020","6","Wide Receiver","WR","4"
"3021","9","Linebacker","LB","1"
"3022","6","Wide Receiver","WR","4"
"3023","9","Linebacker","LB","1"
"3024","7","Defensive End","DE","1"
"3025","8","Safety","S","3"
"3026","6","Wide Receiver","WR","4"
"3027","5","Running Back","RB","4"
"3028","12","Cornerback","CB","3"
"3029","6","Wide Receiver","WR","4"
"3030","26","Offensive Guard","OG","4"
"3031","6","Wide Receiver","WR","4"
"3032","17","Tight End","TE","4"
"3033","5","Running Back","RB","4"
"3034","5","Running Back","RB","4"
"3035","9","Linebacker","LB","1"
"3036","6","Wide Receiver","WR","4"
"3037","10","Unknown","-",\N
"3038","6","Wide Receiver","WR","4"
"3039","6","Wide Receiver","WR","4"
"3040","23","Punter","P","14"
"3041","11","Guard","G",\N
"3042","17","Tight End","TE","4"
"3043","22","Fullback","FB","5"
"3044","17","Tight End","TE","4"
"3045","16","Offensive Tackle","OT","4"
"3046","8","Safety","S","3"
"3047","9","Linebacker","LB","1"
"3048","9","Linebacker","LB","1"
"3049","15","Place kicker","PK","14"
"3050","24","Quarterback","QB","4"
"3051","2","Defensive Tackle","DT","1"
"3052","5","Running Back","RB","4"
"3053","13","Center","C","4"
"3054","10","Unknown","-",\N
"3055","17","Tight End","TE","4"
"3056","9","Linebacker","LB","1"
"3057","9","Linebacker","LB","1"
"3058","5","Running Back","RB","4"
"3059","16","Offensive Tackle","OT","4"
"3060","9","Linebacker","LB","1"
"3061","26","Offensive Guard","OG","4"
"3062","8","Safety","S","3"
"3063","5","Running Back","RB","4"
"3064","8","Safety","S","3"
"3065","9","Linebacker","LB","1"
"3066","9","Linebacker","LB","1"
"3067","17","Tight End","TE","4"
"3068","13","Center","C","4"
"3069","8","Safety","S","3"
"3070","8","Safety","S","3"
"3071","8","Safety","S","3"
"3072","8","Safety","S","3"
"3073","9","Linebacker","LB","1"
"3074","16","Offensive Tackle","OT","4"
"3075","16","Offensive Tackle","OT","4"
"3076","9","Linebacker","LB","1"
"3077","12","Cornerback","CB","3"
"3078","12","Cornerback","CB","3"
"3079","6","Wide Receiver","WR","4"
"3080","2","Defensive Tackle","DT","1"
"3081","9","Linebacker","LB","1"
"3082","2","Defensive Tackle","DT","1"
"3083","13","Center","C","4"
"3084","26","Offensive Guard","OG","4"
"3085","10","Unknown","-",\N
"3086","8","Safety","S","3"
"3087","6","Wide Receiver","WR","4"
"3088","6","Wide Receiver","WR","4"
"3089","16","Offensive Tackle","OT","4"
"3090","16","Offensive Tackle","OT","4"
"3091","16","Offensive Tackle","OT","4"
"3092","8","Safety","S","3"
"3093","16","Offensive Tackle","OT","4"
"3094","17","Tight End","TE","4"
"3095","9","Linebacker","LB","1"
"3096","9","Linebacker","LB","1"
"3097","17","Tight End","TE","4"
"3098","8","Safety","S","3"
"3099","5","Running Back","RB","4"
"3100","8","Safety","S","3"
"3101","5","Running Back","RB","4"
"3102","17","Tight End","TE","4"
"3103","10","Unknown","-",\N
"3104","11","Guard","G",\N
"3105","9","Linebacker","LB","1"
"3106","6","Wide Receiver","WR","4"
"3107","17","Tight End","TE","4"
"3108","8","Safety","S","3"
"3109","7","Defensive End","DE","1"
"3110","12","Cornerback","CB","3"
"3111","2","Defensive Tackle","DT","1"
"3112","12","Cornerback","CB","3"
"3113","12","Cornerback","CB","3"
"3114","6","Wide Receiver","WR","4"
"3115","2","Defensive Tackle","DT","1"
"3116","2","Defensive Tackle","DT","1"
"3117","6","Wide Receiver","WR","4"
"3118","16","Offensive Tackle","OT","4"
"3119","8","Safety","S","3"
"3120","6","Wide Receiver","WR","4"
"3121","6","Wide Receiver","WR","4"
"3122","6","Wide Receiver","WR","4"
"3123","9","Linebacker","LB","1"
"3124","3","Defensive Back","DB","1"
"3125","25","Free Safety","FS","8"
"3126","9","Linebacker","LB","1"
"3127","23","Punter","P","14"
"3128","6","Wide Receiver","WR","4"
"3129","2","Defensive Tackle","DT","1"
"3130","12","Cornerback","CB","3"
"3131","3","Defensive Back","DB","1"
"3132","26","Offensive Guard","OG","4"
"3133","10","Unknown","-",\N
"3134","26","Offensive Guard","OG","4"
"3135","12","Cornerback","CB","3"
"3136","9","Linebacker","LB","1"
"3137","12","Cornerback","CB","3"
"3138","7","Defensive End","DE","1"
"3139","3","Defensive Back","DB","1"
"3140","26","Offensive Guard","OG","4"
"3141","13","Center","C","4"
"3142","16","Offensive Tackle","OT","4"
"3143","24","Quarterback","QB","4"
"3144","2","Defensive Tackle","DT","1"
"3145","7","Defensive End","DE","1"
"3146","19","Long Snapper","LS","14"
"3147","13","Center","C","4"
"3148","12","Cornerback","CB","3"
"3149","5","Running Back","RB","4"
"3150","17","Tight End","TE","4"
"3151","3","Defensive Back","DB","1"
"3152","16","Offensive Tackle","OT","4"
"3153","17","Tight End","TE","4"
"3154","5","Running Back","RB","4"
"3155","6","Wide Receiver","WR","4"
"3156","9","Linebacker","LB","1"
"3157","25","Free Safety","FS","8"
"3158","7","Defensive End","DE","1"
"3159","12","Cornerback","CB","3"
"3160","2","Defensive Tackle","DT","1"
"3161","7","Defensive End","DE","1"
"3162","6","Wide Receiver","WR","4"
"3163","9","Linebacker","LB","1"
"3164","6","Wide Receiver","WR","4"
"3165","6","Wide Receiver","WR","4"
"3166","6","Wide Receiver","WR","4"
"3167","5","Running Back","RB","4"
"3168","16","Offensive Tackle","OT","4"
"3169","2","Defensive Tackle","DT","1"
"3170","17","Tight End","TE","4"
"3171","16","Offensive Tackle","OT","4"
"3172","2","Defensive Tackle","DT","1"
"3173","17","Tight End","TE","4"
"3174","13","Center","C","4"
"3175","24","Quarterback","QB","4"
"3176","16","Offensive Tackle","OT","4"
"3177","17","Tight End","TE","4"
"3178","5","Running Back","RB","4"
"3179","24","Quarterback","QB","4"
"3180","2","Defensive Tackle","DT","1"
"3181","21","Strong Safety","SS","8"
"3182","16","Offensive Tackle","OT","4"
"3183","16","Offensive Tackle","OT","4"
"3184","10","Unknown","-",\N
"3185","9","Linebacker","LB","1"
"3186","7","Defensive End","DE","1"
"3187","8","Safety","S","3"
"3188","7","Defensive End","DE","1"
"3189","5","Running Back","RB","4"
"3190","7","Defensive End","DE","1"
"3191","7","Defensive End","DE","1"
"3192","8","Safety","S","3"
"3193","6","Wide Receiver","WR","4"
"3194","17","Tight End","TE","4"
"3195","11","Guard","G",\N
"3196","11","Guard","G",\N
"3197","26","Offensive Guard","OG","4"
"3198","6","Wide Receiver","WR","4"
